state,year,district,DemVotesMajorPercent,incumb_district,midterm,house_party_in_power_at_election,pres_party_in_power_at_election,mean_dem_natl_gb_margin,total_avg_rating,democratic_house,democratic_president,midterm_election,previous_voteshare
California,2020,31,61.29,1,pres,D,R,7.4,4,1,0,0,58.74
California,2020,32,66.58,1,pres,D,R,7.4,4,1,0,0,68.78
California,2020,33,67.58,1,pres,D,R,7.4,4,1,0,0,70.03
California,2020,35,69.33,1,pres,D,R,7.4,4,1,0,0,69.4
California,2020,36,60.34,1,pres,D,R,7.4,4,1,0,0,59.02
California,2020,37,85.94,1,pres,D,R,7.4,4,1,0,0,89.08
California,2020,39,49.4,1,pres,D,R,7.4,2.888888889,1,0,0,51.56
California,2020,40,72.74,1,pres,D,R,7.4,4,1,0,0,33.21
California,2020,41,64.03,1,pres,D,R,7.4,4,1,0,0,65.1
California,2020,42,42.87,1,pres,D,R,7.4,-4,1,0,0,43.5
California,2020,43,71.68,1,pres,D,R,7.4,4,1,0,0,77.67
California,2020,45,53.46,1,pres,D,R,7.4,4,1,0,0,52.05
California,2020,46,68.75,1,pres,D,R,7.4,4,1,0,0,69.15
California,2020,47,63.27,1,pres,D,R,7.4,4,1,0,0,64.86
California,2020,48,48.94,1,pres,D,R,7.4,2,1,0,0,53.55
California,2020,49,53.13,1,pres,D,R,7.4,4,1,0,0,56.42
California,2020,50,46.05,0,pres,D,R,7.4,-2.555555556,1,0,0,48.28
California,2020,51,68.3,1,pres,D,R,7.4,4,1,0,0,71.2
California,2020,52,61.58,1,pres,D,R,7.4,4,1,0,0,63.85
Colorado,2020,1,75.79,1,pres,D,R,7.4,4,1,0,0,76.21
Colorado,2020,2,63.45,1,pres,D,R,7.4,4,1,0,0,64.18
Colorado,2020,3,46.8,0,pres,D,R,7.4,-1.555555556,1,0,0,45.81
Colorado,2020,4,37.85,1,pres,D,R,7.4,-4,1,0,0,39.38
Colorado,2020,5,39.36,1,pres,D,R,7.4,-4,1,0,0,40.81
Colorado,2020,6,58.83,1,pres,D,R,7.4,4,1,0,0,55.79
Colorado,2020,7,61.13,1,pres,D,R,7.4,4,1,0,0,63.04
Connecticut,2020,1,64.58,1,pres,D,R,7.4,4,1,0,0,64.58
Connecticut,2020,2,60.85,1,pres,D,R,7.4,4,1,0,0,63.69
Connecticut,2020,3,59.63,1,pres,D,R,7.4,4,1,0,0,64.6
Connecticut,2020,4,63.21,1,pres,D,R,7.4,4,1,0,0,61.21
Connecticut,2020,5,55.88,1,pres,D,R,7.4,4,1,0,0,55.87
Delaware,2020,0,58.89,1,pres,D,R,7.4,4,1,0,0,64.45
Florida,2020,1,34.49,1,pres,D,R,7.4,-4,1,0,0,32.94
Florida,2020,3,42.86,0,pres,D,R,7.4,-4,1,0,0,42.38
Florida,2020,4,38.9,1,pres,D,R,7.4,-4,1,0,0,33.18
Florida,2020,5,65.13,1,pres,D,R,7.4,4,1,0,0,66.78
Florida,2020,6,39.37,1,pres,D,R,7.4,-4,1,0,0,43.69
Florida,2020,7,56.14,1,pres,D,R,7.4,4,1,0,0,57.69
Florida,2020,8,38.65,1,pres,D,R,7.4,-4,1,0,0,39.5
Florida,2020,9,56.03,1,pres,D,R,7.4,4,1,0,0,58.02
Florida,2020,10,63.62,1,pres,D,R,7.4,4,1,0,0,64.87
Florida,2020,11,33.28,1,pres,D,R,7.4,-4,1,0,0,34.85
Florida,2020,12,37.12,1,pres,D,R,7.4,-4,1,0,0,40.57
Florida,2020,13,53.04,1,pres,D,R,7.4,4,1,0,0,57.64
Florida,2020,14,60.26,1,pres,D,R,7.4,4,1,0,0,61.79
Florida,2020,15,44.61,0,pres,D,R,7.4,-2,1,0,0,46.98
Florida,2020,16,44.5,1,pres,D,R,7.4,-3,1,0,0,45.44
Florida,2020,17,34.52,1,pres,D,R,7.4,-4,1,0,0,37.74
Florida,2020,18,42.43,1,pres,D,R,7.4,-3,1,0,0,45.7
Florida,2020,19,38.72,0,pres,D,R,7.4,-4,1,0,0,37.73
Florida,2020,20,78.68,1,pres,D,R,7.4,4,1,0,0,80.31
Florida,2020,21,60.15,1,pres,D,R,7.4,4,1,0,0,64.08
Florida,2020,22,58.6,1,pres,D,R,7.4,4,1,0,0,62.02
Florida,2020,23,58.2,1,pres,D,R,7.4,4,1,0,0,61.91
Florida,2020,24,78.74,1,pres,D,R,7.4,4,1,0,0,89.45
Florida,2020,26,48.28,1,pres,D,R,7.4,1.555555556,1,0,0,50.87
Florida,2020,27,48.63,1,pres,D,R,7.4,3.444444444,1,0,0,53.08
Georgia,2020,1,41.65,1,pres,D,R,7.4,-4,1,0,0,42.26
Georgia,2020,2,59.12,1,pres,D,R,7.4,4,1,0,0,59.65
Georgia,2020,3,34.95,1,pres,D,R,7.4,-4,1,0,0,34.47
Georgia,2020,4,80.08,1,pres,D,R,7.4,4,1,0,0,78.85
Georgia,2020,5,85.15,0,pres,D,R,7.4,4,1,0,0,84.44
Georgia,2020,6,54.59,1,pres,D,R,7.4,3,1,0,0,50.51
Georgia,2020,7,51.39,0,pres,D,R,7.4,1.555555556,1,0,0,49.93
Georgia,2020,8,35.48,1,pres,D,R,7.4,-4,1,0,0,32.36
Georgia,2020,9,21.42,0,pres,D,R,7.4,-4,1,0,0,20.49
Georgia,2020,10,37.69,1,pres,D,R,7.4,-4,1,0,0,37.11
Georgia,2020,11,39.57,1,pres,D,R,7.4,-4,1,0,0,38.21
Georgia,2020,12,41.62,1,pres,D,R,7.4,-4,1,0,0,40.52
Georgia,2020,13,77.4,1,pres,D,R,7.4,4,1,0,0,76.18
Georgia,2020,14,25.29,0,pres,D,R,7.4,-4,1,0,0,23.5
Hawaii,2020,1,72.02,1,pres,D,R,7.4,4,1,0,0,76.01
Hawaii,2020,2,67.12,0,pres,D,R,7.4,4,1,0,0,77.36
Idaho,2020,1,29.72,1,pres,D,R,7.4,-4,1,0,0,32.89
Idaho,2020,2,33.12,1,pres,D,R,7.4,-4,1,0,0,39.33
Illinois,2020,1,73.84,1,pres,D,R,7.4,4,1,0,0,78.81
Illinois,2020,2,78.81,1,pres,D,R,7.4,4,1,0,0,81.06
Illinois,2020,3,56.38,0,pres,D,R,7.4,4,1,0,0,73.8
Illinois,2020,4,84.05,1,pres,D,R,7.4,4,1,0,0,86.59
Illinois,2020,5,72.66,1,pres,D,R,7.4,4,1,0,0,76.67
Illinois,2020,6,53.76,1,pres,D,R,7.4,4,1,0,0,53.58
Illinois,2020,7,85.77,1,pres,D,R,7.4,4,1,0,0,87.62
Illinois,2020,9,70.98,1,pres,D,R,7.4,4,1,0,0,73.49
Illinois,2020,10,63.88,1,pres,D,R,7.4,4,1,0,0,65.59
Illinois,2020,11,63.3,1,pres,D,R,7.4,4,1,0,0,63.84
Illinois,2020,12,39.57,1,pres,D,R,7.4,-4,1,0,0,46.81
Illinois,2020,13,45.54,1,pres,D,R,7.4,-0.555555556,1,0,0,49.62
Illinois,2020,14,50.67,1,pres,D,R,7.4,3.444444444,1,0,0,52.5
Illinois,2020,15,26.55,0,pres,D,R,7.4,-4,1,0,0,29.07
Illinois,2020,16,35.28,1,pres,D,R,7.4,-4,1,0,0,40.88
Illinois,2020,17,52.03,1,pres,D,R,7.4,3,1,0,0,62.09
Indiana,2020,1,58.34,0,pres,D,R,7.4,4,1,0,0,65.09
Indiana,2020,2,38.51,1,pres,D,R,7.4,-4,1,0,0,45.16
Indiana,2020,3,32.16,1,pres,D,R,7.4,-4,1,0,0,35.27
Indiana,2020,4,33.38,1,pres,D,R,7.4,-4,1,0,0,35.94
Indiana,2020,5,47.87,0,pres,D,R,7.4,0.333333333,1,0,0,43.24
Indiana,2020,6,28.79,1,pres,D,R,7.4,-4,1,0,0,33.99
Indiana,2020,7,62.44,1,pres,D,R,7.4,4,1,0,0,64.86
Indiana,2020,8,30.83,1,pres,D,R,7.4,-4,1,0,0,35.57
Indiana,2020,9,35.57,1,pres,D,R,7.4,-4,1,0,0,43.52
Iowa,2020,1,48.7,1,pres,D,R,7.4,1.444444444,1,0,0,52.61
Iowa,2020,2,50,0,pres,D,R,7.4,1.444444444,1,0,0,56.26
Iowa,2020,3,50.72,1,pres,D,R,7.4,2,1,0,0,51.12
Iowa,2020,4,37.88,0,pres,D,R,7.4,-4,1,0,0,48.29
Kansas,2020,1,28.84,0,pres,D,R,7.4,-4,1,0,0,31.85
Kansas,2020,2,42.42,0,pres,D,R,7.4,-3.444444444,1,0,0,49.55
Kansas,2020,3,55.17,1,pres,D,R,7.4,4,1,0,0,54.96
Kansas,2020,4,36.35,1,pres,D,R,7.4,-4,1,0,0,40.56
Kentucky,2020,1,25.01,1,pres,D,R,7.4,-4,1,0,0,31.41
Kentucky,2020,2,27.01,1,pres,D,R,7.4,-4,1,0,0,31.77
Kentucky,2020,3,62.67,1,pres,D,R,7.4,4,1,0,0,62.93
Kentucky,2020,4,32.91,1,pres,D,R,7.4,-4,1,0,0,35.72
Kentucky,2020,5,15.79,1,pres,D,R,7.4,-4,1,0,0,21.05
Kentucky,2020,6,41.67,1,pres,D,R,7.4,-3.444444444,1,0,0,48.37
Louisiana,2020,1,25.95,1,pres,D,R,7.4,-4,1,0,0,18.69
Louisiana,2020,3,20.89,1,pres,D,R,7.4,-4,1,0,0,24.21
Louisiana,2020,4,29.67,1,pres,D,R,7.4,-4,1,0,0,34.36
Louisiana,2020,2,80.91,1,pres,D,R,7.4,4,1,0,0,80.33
Louisiana,2020,5,33.14,0,pres,D,R,7.4,-4,1,0,0,31.05
Louisiana,2020,6,26.45,1,pres,D,R,7.4,-4,1,0,0,22.8
Maine,2020,1,62.16,1,pres,D,R,7.4,4,1,0,0,64.41
Maine,2020,2,53.05,1,pres,D,R,7.4,3.444444444,1,0,0,50.62
Maryland,2020,1,36.45,1,pres,D,R,7.4,-4,1,0,0,38.84
Maryland,2020,2,67.89,1,pres,D,R,7.4,4,1,0,0,68.25
Maryland,2020,3,69.9,1,pres,D,R,7.4,4,1,0,0,70.97
Maryland,2020,4,79.74,1,pres,D,R,7.4,4,1,0,0,79.72
Maryland,2020,5,68.94,1,pres,D,R,7.4,4,1,0,0,72.19
Maryland,2020,6,60.02,1,pres,D,R,7.4,4,1,0,0,60.82
Maryland,2020,7,71.86,1,pres,D,R,7.4,4,1,0,0,78.24
Maryland,2020,8,68.36,1,pres,D,R,7.4,4,1,0,0,69.28
Massachusetts,2020,2,65.39,1,pres,D,R,7.4,4,1,0,0,67.2
Massachusetts,2020,4,61.01,0,pres,D,R,7.4,4,1,0,0,70.16
Massachusetts,2020,5,74.39,1,pres,D,R,7.4,4,1,0,0,75.94
Massachusetts,2020,6,65.52,1,pres,D,R,7.4,4,1,0,0,67.5
Massachusetts,2020,9,62.79,1,pres,D,R,7.4,4,1,0,0,59.4
Michigan,2020,1,37.41,1,pres,D,R,7.4,-4,1,0,0,43.68
Michigan,2020,2,39.23,1,pres,D,R,7.4,-4,1,0,0,43.72
Michigan,2020,3,47.04,0,pres,D,R,7.4,-0.555555556,1,0,0,44.24
Michigan,2020,4,33.24,1,pres,D,R,7.4,-4,1,0,0,37.38
Michigan,2020,5,56.6,1,pres,D,R,7.4,4,1,0,0,62.37
Michigan,2020,6,41.83,1,pres,D,R,7.4,-2.444444444,1,0,0,47.63
Michigan,2020,7,41.25,1,pres,D,R,7.4,-4,1,0,0,46.2
Michigan,2020,8,51.83,1,pres,D,R,7.4,3,1,0,0,51.97
Michigan,2020,9,60.04,1,pres,D,R,7.4,4,1,0,0,61.84
Michigan,2020,10,33.72,0,pres,D,R,7.4,-4,1,0,0,36.72
Michigan,2020,11,51.21,1,pres,D,R,7.4,3,1,0,0,53.44
Michigan,2020,12,68.41,1,pres,D,R,7.4,4,1,0,0,70.21
Michigan,2020,13,80.72,1,pres,D,R,7.4,4,1,0,0,83.06
Minnesota,2020,1,48.37,1,pres,D,R,7.4,0.333333333,1,0,0,49.77
Minnesota,2020,2,51.2,1,pres,D,R,7.4,3.444444444,1,0,0,52.76
Minnesota,2020,3,55.64,1,pres,D,R,7.4,4,1,0,0,55.72
Minnesota,2020,4,68.56,1,pres,D,R,7.4,4,1,0,0,68.93
Minnesota,2020,5,71.33,1,pres,D,R,7.4,4,1,0,0,78.24
Minnesota,2020,6,34.21,1,pres,D,R,7.4,-4,1,0,0,38.8
Minnesota,2020,7,42.74,1,pres,D,R,7.4,0.111111111,1,0,0,52.13
Minnesota,2020,8,39.82,1,pres,D,R,7.4,-4,1,0,0,47.11
Mississippi,2020,1,31.25,1,pres,D,R,7.4,-4,1,0,0,32.62
Mississippi,2020,2,66.02,1,pres,D,R,7.4,4,1,0,0,69.72
Mississippi,2020,3,35.33,1,pres,D,R,7.4,-4,1,0,0,37.08
Missouri,2020,1,80.6,0,pres,D,R,7.4,4,1,0,0,82.73
Missouri,2020,2,46.73,1,pres,D,R,7.4,-0.111111111,1,0,0,47.99
Missouri,2020,3,29.1,1,pres,D,R,7.4,-4,1,0,0,33.54
Missouri,2020,4,30.5,1,pres,D,R,7.4,-4,1,0,0,33.54
Missouri,2020,5,60.38,1,pres,D,R,7.4,4,1,0,0,63.39
Missouri,2020,6,31.49,1,pres,D,R,7.4,-4,1,0,0,32.83
Missouri,2020,7,27.84,1,pres,D,R,7.4,-4,1,0,0,31.24
Missouri,2020,8,21.75,1,pres,D,R,7.4,-4,1,0,0,25.42
Nebraska,2020,1,38.76,1,pres,D,R,7.4,-4,1,0,0,39.64
Nebraska,2020,2,47.65,1,pres,D,R,7.4,-0.111111111,1,0,0,49
Nebraska,2020,3,18.38,1,pres,D,R,7.4,-4,1,0,0,23.28
Nevada,2020,1,64.92,1,pres,D,R,7.4,4,1,0,0,68.19
Nevada,2020,2,41.89,1,pres,D,R,7.4,-4,1,0,0,41.77
Nevada,2020,3,51.58,1,pres,D,R,7.4,2.444444444,1,0,0,54.78
Nevada,2020,4,52.52,1,pres,D,R,7.4,3.444444444,1,0,0,54.28
New Hampshire,2020,1,52.62,1,pres,D,R,7.4,3,1,0,0,54.34
New Hampshire,2020,2,55.22,1,pres,D,R,7.4,3.888888889,1,0,0,56.84
New Jersey,2020,1,62.48,1,pres,D,R,7.4,4,1,0,0,65.94
New Jersey,2020,2,47.07,1,pres,D,R,7.4,0.333333333,1,0,0,53.91
New Jersey,2020,3,53.93,1,pres,D,R,7.4,3.444444444,1,0,0,50.66
New Jersey,2020,4,38.99,1,pres,D,R,7.4,-4,1,0,0,43.74
New Jersey,2020,5,53.8,1,pres,D,R,7.4,4,1,0,0,56.93
New Jersey,2020,6,61.17,1,pres,D,R,7.4,4,1,0,0,63.63
New Jersey,2020,7,50.61,1,pres,D,R,7.4,2.444444444,1,0,0,52.55
New Jersey,2020,8,75.07,1,pres,D,R,7.4,4,1,0,0,80.67
New Jersey,2020,9,67.37,1,pres,D,R,7.4,4,1,0,0,70.88
New Jersey,2020,10,85.7,1,pres,D,R,7.4,4,1,0,0,89.67
New Jersey,2020,11,53.3,1,pres,D,R,7.4,4,1,0,0,57.4
New Jersey,2020,12,66.83,1,pres,D,R,7.4,4,1,0,0,68.68
New Mexico,2020,1,58.19,1,pres,D,R,7.4,4,1,0,0,61.95
New Mexico,2020,2,46.27,1,pres,D,R,7.4,0.555555556,1,0,0,50.93
New Mexico,2020,3,58.68,0,pres,D,R,7.4,4,1,0,0,67
New York,2020,1,44.08,1,pres,D,R,7.4,-2,1,0,0,47.93
New York,2020,2,46.5,0,pres,D,R,7.4,-0.555555556,1,0,0,46.89
New York,2020,3,56.28,1,pres,D,R,7.4,4,1,0,0,58.98
New York,2020,4,56.63,1,pres,D,R,7.4,4,1,0,0,61.33
New York,2020,6,67.98,1,pres,D,R,7.4,4,1,0,0,72.95
New York,2020,7,85.46,1,pres,D,R,7.4,4,1,0,0,90.78
New York,2020,8,84.83,1,pres,D,R,7.4,4,1,0,0,91.25
New York,2020,9,83.97,1,pres,D,R,7.4,4,1,0,0,89.67
New York,2020,10,75.52,1,pres,D,R,7.4,4,1,0,0,82.15
New York,2020,11,46.86,1,pres,D,R,7.4,0.555555556,1,0,0,53.24
New York,2020,12,83.33,1,pres,D,R,7.4,4,1,0,0,87.72
New York,2020,13,92.12,1,pres,D,R,7.4,4,1,0,0,94.6
New York,2020,14,72.32,1,pres,D,R,7.4,4,1,0,0,85.17
New York,2020,15,88.88,0,pres,D,R,7.4,4,1,0,0,95.99
New York,2020,17,62.72,0,pres,D,R,7.4,4,1,0,0,56.43
New York,2020,18,56.33,1,pres,D,R,7.4,3.888888889,1,0,0,55.47
New York,2020,19,55.91,1,pres,D,R,7.4,3.444444444,1,0,0,52.67
New York,2020,20,61.17,1,pres,D,R,7.4,4,1,0,0,66.5
New York,2020,21,41.17,1,pres,D,R,7.4,-4,1,0,0,43.06
New York,2020,22,49.98,1,pres,D,R,7.4,1,1,0,0,50.89
New York,2020,23,41.61,1,pres,D,R,7.4,-4,1,0,0,45.76
New York,2020,24,44.71,1,pres,D,R,7.4,-1,1,0,0,47.37
New York,2020,25,60.25,1,pres,D,R,7.4,4,1,0,0,58.98
New York,2020,26,70.89,1,pres,D,R,7.4,4,1,0,0,73.34
North Carolina,2020,1,54.18,1,pres,D,R,7.4,4,1,0,0,69.85
North Carolina,2020,2,64.38,0,pres,D,R,7.4,3.111111111,1,0,0,47.19
North Carolina,2020,3,36.62,1,pres,D,R,7.4,-4,1,0,0,32.8
North Carolina,2020,4,67.33,1,pres,D,R,7.4,4,1,0,0,75.07
North Carolina,2020,5,31.73,1,pres,D,R,7.4,-4,1,0,0,42.97
North Carolina,2020,6,62.27,0,pres,D,R,7.4,3.111111111,1,0,0,43.48
North Carolina,2020,7,39.66,1,pres,D,R,7.4,-4,1,0,0,43.52
North Carolina,2020,8,46.72,1,pres,D,R,7.4,-1.555555556,1,0,0,44.66
North Carolina,2020,9,44.41,1,pres,D,R,7.4,-3,1,0,0,49.84
North Carolina,2020,10,31.09,1,pres,D,R,7.4,-4,1,0,0,40.71
North Carolina,2020,11,43.72,0,pres,D,R,7.4,-2,1,0,0,39.56
North Carolina,2020,13,31.82,1,pres,D,R,7.4,-4,1,0,0,46.91
North Dakota,2020,0,28.55,1,pres,D,R,7.4,-4,1,0,0,37.14
Ohio,2020,1,46.29,1,pres,D,R,7.4,0.333333333,1,0,0,47.75
Ohio,2020,2,38.91,1,pres,D,R,7.4,-4,1,0,0,41.72
Ohio,2020,3,70.85,1,pres,D,R,7.4,4,1,0,0,73.63
Ohio,2020,4,30.17,1,pres,D,R,7.4,-4,1,0,0,34.74
Ohio,2020,5,32,1,pres,D,R,7.4,-4,1,0,0,36.08
Ohio,2020,6,25.59,1,pres,D,R,7.4,-4,1,0,0,30.75
Ohio,2020,8,31.02,1,pres,D,R,7.4,-4,1,0,0,33.42
Ohio,2020,9,63.08,1,pres,D,R,7.4,4,1,0,0,67.8
Ohio,2020,10,41.64,1,pres,D,R,7.4,-3,1,0,0,42.99
Ohio,2020,11,80.05,1,pres,D,R,7.4,4,1,0,0,82.25
Ohio,2020,12,43.06,1,pres,D,R,7.4,-3.444444444,1,0,0,47.86
Ohio,2020,13,53.88,1,pres,D,R,7.4,4,1,0,0,60.99
Ohio,2020,14,39.9,1,pres,D,R,7.4,-4,1,0,0,44.75
Ohio,2020,15,36.57,1,pres,D,R,7.4,-4,1,0,0,40.5
Oklahoma,2020,1,33.91,1,pres,D,R,7.4,-4,1,0,0,40.7
Oklahoma,2020,2,22.67,1,pres,D,R,7.4,-4,1,0,0,31.64
Oklahoma,2020,3,21.51,1,pres,D,R,7.4,-4,1,0,0,26.13
Oklahoma,2020,4,29.8,1,pres,D,R,7.4,-4,1,0,0,34.35
Oklahoma,2020,5,47.94,1,pres,D,R,7.4,0.555555556,1,0,0,50.7
Oregon,2020,1,64.72,1,pres,D,R,7.4,4,1,0,0,66.5
Oregon,2020,2,38.15,0,pres,D,R,7.4,-4,1,0,0,41.17
Oregon,2020,3,75.65,1,pres,D,R,7.4,4,1,0,0,78.55
Oregon,2020,4,52.72,1,pres,D,R,7.4,2.444444444,1,0,0,57.79
Oregon,2020,5,53.47,1,pres,D,R,7.4,4,1,0,0,56.81
Pennsylvania,2020,1,43.44,1,pres,D,R,7.4,-2,1,0,0,48.74
Pennsylvania,2020,2,72.54,1,pres,D,R,7.4,4,1,0,0,79.02
Pennsylvania,2020,3,91.03,1,pres,D,R,7.4,4,1,0,0,93.38
Pennsylvania,2020,4,59.53,1,pres,D,R,7.4,4,1,0,0,63.52
Pennsylvania,2020,5,64.7,1,pres,D,R,7.4,4,1,0,0,65.19
Pennsylvania,2020,6,56.05,1,pres,D,R,7.4,4,1,0,0,58.88
Pennsylvania,2020,7,51.87,1,pres,D,R,7.4,3.444444444,1,0,0,55.17
Pennsylvania,2020,8,51.78,1,pres,D,R,7.4,3,1,0,0,54.64
Pennsylvania,2020,9,33.67,1,pres,D,R,7.4,-4,1,0,0,40.25
Pennsylvania,2020,10,46.69,1,pres,D,R,7.4,-0.111111111,1,0,0,48.68
Pennsylvania,2020,11,36.88,1,pres,D,R,7.4,-4,1,0,0,41.02
Pennsylvania,2020,12,29.16,1,pres,D,R,7.4,-4,1,0,0,33.96
Pennsylvania,2020,13,26.51,1,pres,D,R,7.4,-4,1,0,0,29.51
Pennsylvania,2020,14,35.31,1,pres,D,R,7.4,-4,1,0,0,42.09
Pennsylvania,2020,15,26.54,1,pres,D,R,7.4,-4,1,0,0,32.16
Pennsylvania,2020,16,40.66,1,pres,D,R,7.4,-3.555555556,1,0,0,47.83
Pennsylvania,2020,17,51.15,1,pres,D,R,7.4,3.444444444,1,0,0,56.26
Rhode Island,2020,2,58.37,1,pres,D,R,7.4,4,1,0,0,63.64
South Carolina,2020,1,49.37,1,pres,D,R,7.4,2,1,0,0,50.69
South Carolina,2020,2,43.35,1,pres,D,R,7.4,-3.888888889,1,0,0,43.02
South Carolina,2020,3,28.72,1,pres,D,R,7.4,-4,1,0,0,31.36
South Carolina,2020,4,37.46,1,pres,D,R,7.4,-4,1,0,0,38.03
South Carolina,2020,5,39.89,1,pres,D,R,7.4,-4,1,0,0,42.11
South Carolina,2020,6,68.87,1,pres,D,R,7.4,4,1,0,0,71.3
South Carolina,2020,7,38.16,1,pres,D,R,7.4,-4,1,0,0,40.36
Tennessee,2020,1,23.12,0,pres,D,R,7.4,-4,1,0,0,21.43
Tennessee,2020,2,31.46,1,pres,D,R,7.4,-4,1,0,0,33.39
Tennessee,2020,3,31.18,1,pres,D,R,7.4,-4,1,0,0,35.12
Tennessee,2020,4,33.33,1,pres,D,R,7.4,-4,1,0,0,34.64
Tennessee,2020,6,24.56,1,pres,D,R,7.4,-4,1,0,0,28.94
Tennessee,2020,7,28.1,1,pres,D,R,7.4,-4,1,0,0,32.44
Tennessee,2020,8,30.11,1,pres,D,R,7.4,-4,1,0,0,30.79
Tennessee,2020,9,79.38,1,pres,D,R,7.4,4,1,0,0,80.61
Texas,2020,1,27.42,1,pres,D,R,7.4,-4,1,0,0,26.7
Texas,2020,2,43.49,1,pres,D,R,7.4,-3.444444444,1,0,0,46.3
Texas,2020,3,43.77,1,pres,D,R,7.4,-2.111111111,1,0,0,44.92
Texas,2020,4,23.12,0,pres,D,R,7.4,-4,1,0,0,23.33
Texas,2020,5,36.69,1,pres,D,R,7.4,-4,1,0,0,37.59
Texas,2020,6,45.44,1,pres,D,R,7.4,-3,1,0,0,46.11
Texas,2020,7,51.7,1,pres,D,R,7.4,3,1,0,0,52.53
Texas,2020,8,25.99,1,pres,D,R,7.4,-4,1,0,0,25.3
Texas,2020,9,77.72,1,pres,D,R,7.4,4,1,0,0,80.64
Texas,2020,10,46.35,1,pres,D,R,7.4,-1.444444444,1,0,0,47.82
Texas,2020,11,18.67,0,pres,D,R,7.4,-4,1,0,0,18.7
Texas,2020,12,34.15,1,pres,D,R,7.4,-4,1,0,0,34.53
Texas,2020,13,18.86,0,pres,D,R,7.4,-4,1,0,0,17.19
Texas,2020,14,38.36,1,pres,D,R,7.4,-4,1,0,0,39.89
Texas,2020,15,51.47,1,pres,D,R,7.4,4,1,0,0,60.63
